id,tariffrate_id,machine_specific_detail_id,first_audit_price,first_audit_price_without_startup,next_audit_price,next_audit_integrity_overcharge
147,2,41,207.85,221.98,121.08,121.08
148,2,42,207.85,221.98,121.08,153.37
149,2,43,233.08,242.16,153.37,185.66
150,2,44,248.21,284.54,153.37,216.94
151,2,45,296.65,385.44,153.37,249.22
152,2,46,322.88,450.01,153.37,280.50
153,2,47,386.45,731.53,185.66,312.79
154,2,48,398.56,1108.89,185.66,345.08
155,2,49,411.67,1633.57,185.66,376.36
156,2,50,436.90,2326.75,216.94,408.65
157,2,51,501.47,2736.41,216.94,472.21
158,2,52,565.04,3194.49,216.94,535.78
159,2,53,233.08,244.18,169.51,249.22
160,2,54,284.54,284.54,185.66,280.50
161,2,55,294.63,326.92,200.79,312.79
162,2,56,314.81,326.92,216.94,280.50
163,2,57,324.90,385.44,216.94,280.50
164,2,58,334.99,454.05,249.22,328.93
165,2,59,345.08,558.99,249.22,328.93
166,2,60,355.17,684.10,249.22,328.93
167,2,61,366.27,853.61,280.50,376.36
168,2,62,376.36,1070.55,280.50,376.36
169,2,63,386.45,1341.97,280.50,376.36
170,2,64,401.58,1683.01,280.50,376.36
171,2,65,411.67,2094.68,312.79,424.79
172,2,66,426.81,2603.22,312.79,424.79
173,2,67,453.04,3203.58,312.79,424.79
174,2,68,478.27,3919.97,312.79,424.79
175,2,69,513.58,4764.50,345.08,472.21
176,2,70,565.04,5761.39,345.08,472.21
177,2,71,616.50,5761.39,345.08,472.21
178,2,72,80.72,80.72,55.50,75.68
179,2,73,440.93,0.00,313.80,0.00
180,2,74,361.22,361.22,280.50,280.50
181,3,1,334.66,0.00,248.97,0.00
182,3,2,334.66,0.00,248.97,0.00
183,3,3,259.05,0.00,153.22,0.00
184,3,4,309.45,0.00,216.72,0.00
185,3,5,334.66,0.00,248.97,0.00
186,3,6,309.45,0.00,216.72,0.00
187,3,7,334.66,0.00,248.97,0.00
188,3,8,309.45,0.00,216.72,0.00
189,3,9,258.30,0.00,153.37,0.00
190,3,10,330.95,0.00,209.87,0.00
191,3,11,369.29,0.00,257.30,0.00
192,3,12,284.54,0.00,185.66,0.00
193,3,13,369.29,0.00,257.30,0.00
194,3,14,394.52,0.00,289.58,0.00
195,3,15,479.28,0.00,361.22,0.00
196,3,16,284.54,0.00,185.66,0.00
197,3,17,309.76,0.00,216.94,0.00
198,3,18,334.99,0.00,249.22,0.00
199,3,19,225.01,0.00,176.58,0.00
200,3,20,251.24,0.00,208.86,0.00
201,3,21,276.47,0.00,241.15,0.00
202,3,22,135.21,0.00,143.28,0.00
203,3,23,207.85,0.00,121.08,0.00
204,3,24,259.31,0.00,153.37,0.00
205,3,25,284.54,0.00,185.66,0.00
206,3,26,284.54,0.00,185.66,0.00
207,3,27,309.76,0.00,216.94,0.00
208,3,28,334.99,0.00,249.22,0.00
209,3,29,334.99,0.00,249.22,0.00
210,3,30,386.45,0.00,312.79,0.00
211,3,31,361.22,0.00,280.50,0.00
212,3,32,361.22,0.00,280.50,0.00
213,3,33,259.31,0.00,153.37,0.00
214,3,34,411.67,0.00,345.08,0.00
215,3,35,309.76,0.00,216.94,0.00
216,3,36,361.22,0.00,280.50,0.00
217,3,37,309.76,0.00,216.94,0.00
218,3,38,361.22,0.00,280.50,0.00
219,3,39,411.67,0.00,345.08,0.00
220,3,40,411.67,0.00,345.08,0.00
221,3,41,207.85,221.98,121.08,121.08
222,3,42,207.85,221.98,121.08,153.37
223,3,43,233.08,242.16,153.37,185.66
224,3,44,248.21,284.54,153.37,216.94
225,3,45,296.65,385.44,153.37,249.22
226,3,46,322.88,450.01,153.37,280.50
227,3,47,386.45,731.53,185.66,312.79
228,3,48,398.56,1108.89,185.66,345.08
229,3,49,411.67,1633.57,185.66,376.36
230,3,50,436.90,2326.75,216.94,408.65
231,3,51,501.47,2736.41,216.94,472.21
232,3,52,565.04,3194.49,216.94,535.78
233,3,53,233.08,244.18,169.51,249.22
234,3,54,284.54,284.54,185.66,280.50
235,3,55,294.63,326.92,200.79,312.79
236,3,56,314.81,326.92,216.94,280.50
237,3,57,324.90,385.44,216.94,280.50
238,3,58,334.99,454.05,249.22,328.93
239,3,59,345.08,558.99,249.22,328.93
240,3,60,355.17,684.10,249.22,328.93
241,3,61,366.27,853.61,280.50,376.36
242,3,62,376.36,1070.55,280.50,376.36
243,3,63,386.45,1341.97,280.50,376.36
244,3,64,401.58,1683.01,280.50,376.36
245,3,65,411.67,2094.68,312.79,424.79
246,3,66,426.81,2603.22,312.79,424.79
247,3,67,453.04,3203.58,312.79,424.79
248,3,68,478.27,3919.97,312.79,424.79
249,3,69,513.58,4764.50,345.08,472.21
250,3,70,565.04,5761.39,345.08,472.21
251,3,71,616.50,5761.39,345.08,472.21
252,3,72,80.72,80.72,55.50,75.68
253,3,73,440.93,0.00,313.80,0.00
254,3,74,361.22,361.22,280.50,280.50
255,4,1,334.66,0.00,249.22,0.00
256,4,2,334.99,0.00,249.22,0.00
257,4,3,259.31,0.00,153.37,0.00
258,4,4,309.76,0.00,216.94,0.00
259,4,5,334.99,0.00,249.22,0.00
260,4,6,309.76,0.00,216.94,0.00
261,4,7,334.99,0.00,249.22,0.00
262,4,8,309.76,0.00,216.94,0.00
263,4,9,258.30,0.00,153.37,0.00
264,4,10,330.95,0.00,209.87,0.00
265,4,11,369.29,0.00,257.30,0.00
266,4,12,284.54,0.00,185.66,0.00
267,4,13,369.29,0.00,257.30,0.00
268,4,14,394.52,0.00,289.58,0.00
269,4,15,479.28,0.00,361.22,0.00
270,4,16,284.54,0.00,185.66,0.00
271,4,17,309.76,0.00,216.94,0.00
272,4,18,334.99,0.00,249.22,0.00
273,4,19,225.01,0.00,176.58,0.00
274,4,20,251.24,0.00,208.86,0.00
275,4,21,276.47,0.00,241.15,0.00
276,4,22,135.21,0.00,143.28,0.00
277,4,23,207.85,0.00,121.08,0.00
278,4,24,259.31,0.00,153.37,0.00
279,4,25,284.54,0.00,185.66,0.00
280,4,26,284.54,0.00,185.66,0.00
281,4,27,309.76,0.00,216.94,0.00
282,4,28,334.99,0.00,249.22,0.00
283,4,29,334.99,0.00,249.22,0.00
284,4,30,386.45,0.00,312.79,0.00
285,4,31,361.22,0.00,280.50,0.00
286,4,32,361.22,0.00,280.50,0.00
287,4,33,259.31,0.00,153.37,0.00
288,4,34,411.67,0.00,345.08,0.00
289,4,35,309.76,0.00,216.94,0.00
290,4,36,361.22,0.00,280.50,0.00
291,4,37,309.76,0.00,216.94,0.00
292,4,38,361.22,0.00,280.50,0.00
293,4,39,411.67,0.00,345.08,0.00
294,4,40,411.67,0.00,345.08,0.00
295,4,41,207.85,221.98,121.08,121.08
296,4,42,207.85,221.98,121.08,153.37
297,4,43,233.08,242.16,153.37,185.66
298,4,44,248.21,284.54,153.37,216.94
299,4,45,296.65,385.44,153.37,249.22
300,4,46,322.88,450.01,153.37,280.50
301,4,47,386.45,731.53,185.66,312.79
302,4,48,398.56,1108.89,185.66,345.08
303,4,49,411.67,1633.57,185.66,376.36
304,4,50,436.90,2326.75,216.94,408.65
305,4,51,501.47,2736.41,216.94,472.21
306,4,52,565.04,3194.49,216.94,535.78
307,4,53,233.08,244.18,169.51,249.22
308,4,54,284.54,284.54,185.66,280.50
309,4,55,294.63,326.92,200.79,312.79
310,4,56,314.81,326.92,216.94,280.50
311,4,57,324.90,385.44,216.94,280.50
312,4,58,334.99,454.05,249.22,328.93
313,4,59,345.08,558.99,249.22,328.93
314,4,60,355.17,684.10,249.22,328.93
315,4,61,366.27,853.61,280.50,376.36
316,4,62,376.36,1070.55,280.50,376.36
317,4,63,386.45,1341.97,280.50,376.36
318,4,64,401.58,1683.01,280.50,376.36
319,4,65,411.67,2094.68,312.79,424.79
320,4,66,426.81,2603.22,312.79,424.79
321,4,67,453.04,3203.58,312.79,424.79
322,4,68,478.27,3919.97,312.79,424.79
323,4,69,513.58,4764.50,345.08,472.21
324,4,70,565.04,5761.39,345.08,472.21
325,4,71,616.50,5761.39,345.08,472.21
326,4,72,80.72,80.72,55.50,75.68
327,4,73,440.93,0.00,313.80,0.00
328,4,74,361.22,361.22,280.50,280.50
329,5,1,334.66,0.00,248.97,0.00
330,5,2,334.66,0.00,248.97,0.00
331,5,3,259.05,0.00,153.22,0.00
332,5,4,309.45,0.00,216.72,0.00
333,5,5,334.66,0.00,248.97,0.00
334,5,6,309.45,0.00,216.72,0.00
335,5,7,334.66,0.00,248.97,0.00
336,5,8,309.45,0.00,216.72,0.00
337,5,9,258.04,0.00,153.22,0.00
338,5,10,330.62,0.00,209.66,0.00
339,5,11,368.92,0.00,257.04,0.00
340,5,12,284.26,0.00,185.47,0.00
341,5,13,368.92,0.00,257.04,0.00
342,5,14,394.13,0.00,289.29,0.00
343,5,15,478.80,0.00,360.86,0.00
344,5,16,284.26,0.00,185.47,0.00
345,5,17,309.45,0.00,216.72,0.00
346,5,18,334.66,0.00,248.97,0.00
347,5,19,224.78,0.00,176.40,0.00
348,5,20,250.99,0.00,208.65,0.00
349,5,21,276.19,0.00,240.91,0.00
350,5,22,135.07,0.00,143.14,0.00
351,5,23,207.64,0.00,120.96,0.00
352,5,24,259.05,0.00,153.22,0.00
353,5,25,284.26,0.00,185.47,0.00
354,5,26,284.26,0.00,185.47,0.00
355,5,27,309.45,0.00,216.72,0.00
356,5,28,334.66,0.00,248.97,0.00
357,5,29,334.66,0.00,248.97,0.00
358,5,30,386.06,0.00,312.48,0.00
359,5,31,360.86,0.00,280.22,0.00
360,5,32,360.86,0.00,280.22,0.00
361,5,33,259.05,0.00,153.22,0.00
362,5,34,411.26,0.00,344.73,0.00
363,5,35,309.45,0.00,216.72,0.00
364,5,36,360.86,0.00,280.22,0.00
365,5,37,309.45,0.00,216.72,0.00
366,5,38,360.86,0.00,280.22,0.00
367,5,39,411.26,0.00,344.73,0.00
368,5,40,411.26,0.00,344.73,0.00
369,5,41,207.85,221.98,121.08,121.08
370,5,42,207.85,221.98,121.08,153.37
371,5,43,233.08,242.16,153.37,185.66
372,5,44,248.21,284.54,153.37,216.94
373,5,45,296.65,385.44,153.37,249.22
374,5,46,322.88,450.01,153.37,280.50
375,5,47,386.45,731.53,185.66,312.79
376,5,48,398.56,1108.89,185.66,345.08
377,5,49,411.67,1633.57,185.66,376.36
378,5,50,436.90,2326.75,216.94,408.65
379,5,51,501.47,2736.41,216.94,472.21
380,5,52,565.04,3194.49,216.94,535.78
381,5,53,233.08,244.18,169.51,249.22
382,5,54,284.54,284.54,185.66,280.50
383,5,55,294.63,326.92,200.79,312.79
384,5,56,314.81,326.92,216.94,280.50
385,5,57,324.90,385.44,216.94,280.50
386,5,58,334.99,454.05,249.22,328.93
387,5,59,345.08,558.99,249.22,328.93
388,5,60,355.17,684.10,249.22,328.93
389,5,61,366.27,853.61,280.50,376.36
390,5,62,376.36,1070.55,280.50,376.36
391,5,63,386.45,1341.97,280.50,376.36
392,5,64,401.58,1683.01,280.50,376.36
393,5,65,411.67,2094.68,312.79,424.79
394,5,66,426.81,2603.22,312.79,424.79
395,5,67,453.04,3203.58,312.79,424.79
396,5,68,478.27,3919.97,312.79,424.79
397,5,69,513.58,4764.50,345.08,472.21
398,5,70,565.04,5761.39,345.08,472.21
399,5,71,616.50,5761.39,345.08,472.21
400,5,72,80.72,80.72,55.50,75.68
401,5,73,440.49,0.00,313.49,0.00
402,5,74,361.22,361.22,280.50,280.50
403,6,1,334.66,0.00,248.97,0.00
404,6,2,334.66,0.00,248.97,0.00
405,6,3,259.05,0.00,153.22,0.00
406,6,4,309.45,0.00,216.72,0.00
407,6,5,334.66,0.00,248.97,0.00
408,6,6,309.45,0.00,216.72,0.00
409,6,7,334.66,0.00,248.97,0.00
410,6,8,309.45,0.00,216.72,0.00
411,6,9,258.04,0.00,153.22,0.00
412,6,10,330.62,0.00,209.66,0.00
413,6,11,368.92,0.00,257.04,0.00
414,6,12,284.26,0.00,185.47,0.00
415,6,13,368.92,0.00,257.04,0.00
416,6,14,394.13,0.00,289.29,0.00
417,6,15,478.80,0.00,360.86,0.00
418,6,16,284.26,0.00,185.47,0.00
419,6,17,309.45,0.00,216.72,0.00
420,6,18,334.66,0.00,248.97,0.00
421,6,19,224.78,0.00,176.40,0.00
422,6,20,250.99,0.00,208.65,0.00
423,6,21,276.19,0.00,240.91,0.00
424,6,22,135.07,0.00,143.14,0.00
425,6,23,207.64,0.00,120.96,0.00
426,6,24,259.05,0.00,153.22,0.00
427,6,25,284.26,0.00,185.47,0.00
428,6,26,284.26,0.00,185.47,0.00
429,6,27,309.45,0.00,216.72,0.00
430,6,28,334.66,0.00,248.97,0.00
431,6,29,334.66,0.00,248.97,0.00
432,6,30,386.06,0.00,312.48,0.00
433,6,31,360.86,0.00,280.22,0.00
434,6,32,360.86,0.00,280.22,0.00
435,6,33,259.05,0.00,153.22,0.00
436,6,34,411.26,0.00,344.73,0.00
437,6,35,309.45,0.00,216.72,0.00
438,6,36,360.86,0.00,280.22,0.00
439,6,37,309.45,0.00,216.72,0.00
440,6,38,360.86,0.00,280.22,0.00
441,6,39,411.26,0.00,344.73,0.00
442,6,40,411.26,0.00,344.73,0.00
443,6,41,207.64,221.76,120.96,120.96
